member_casual,rides,avg_ride_min,median_ride_min,max_ride_min,share_of_rides
casual,1921888,19.9352376611874,11.904341665903727,1439.9759499986967,0.3545205853435379
member,3499202,12.081419908226405,8.713291668891905,1439.9298666675886,0.6454794146564621
